Target name,HGNC symbol,Has_Biased_Agonist,Clinical_Potential,Indications,Indication_Needs,Suggested_Program
NPS receptor,NPSR1,Not known,"Yes, NPSR1 has been implicated in a variety of diseases including asthma, inflammatory bowel disease, and panic disorder. However, more research is needed to fully understand the therapeutic potential of this target.","Asthma, Inflammatory Bowel Disease, Panic Disorder","{""Asthma"": ""Yes, current treatments for asthma can have side effects and may not be effective in all patients. Targeting NPSR1 could potentially provide a new therapeutic approach."", ""Inflammatory Bowel Disease"": ""Yes, current treatments for inflammatory bowel disease can have side effects and may not be effective in all patients. Targeting NPSR1 could potentially provide a new therapeutic approach."", ""Panic Disorder"": ""Yes, current treatments for panic disorder can have side effects and may not be effective in all patients. Targeting NPSR1 could potentially provide a new therapeutic approach.""}","{""Asthma"": ""Drug discovery approach would involve identifying and developing biased agonists or antagonists for NPSR1 that can modulate the receptor's activity in a way that reduces asthma symptoms."", ""Inflammatory Bowel Disease"": ""Drug discovery approach would involve identifying and developing biased agonists or antagonists for NPSR1 that can modulate the receptor's activity in a way that reduces symptoms of inflammatory bowel disease."", ""Panic Disorder"": ""Drug discovery approach would involve identifying and developing biased agonists or antagonists for NPSR1 that can modulate the receptor's activity in a way that reduces symptoms of panic disorder.""}"
NPBW1 receptor,NPBWR1,Not known,"Yes, NPBW1 receptor is a potential drug target due to its role in regulating energy homeostasis, stress response, and pain modulation. However, further research is needed to fully understand its therapeutic potential.","Obesity, Stress-related disorders, Pain disorders","{""Obesity"": ""Yes, as NPBW1 receptor is involved in the regulation of energy homeostasis, it could be a potential target for obesity treatment."", ""Stress-related disorders"": ""Yes, NPBW1 receptor plays a role in stress response, suggesting its potential in treating stress-related disorders."", ""Pain disorders"": ""Yes, NPBW1 receptor is implicated in pain modulation, indicating its potential for pain management.""}","{""Obesity"": ""Drug discovery approach focusing on the modulation of NPBW1 receptor activity to regulate energy homeostasis."", ""Stress-related disorders"": ""Drug discovery program aiming at the regulation of NPBW1 receptor activity to modulate stress response."", ""Pain disorders"": ""Drug discovery approach targeting NPBW1 receptor for pain modulation.""}"
NPBW2 receptor,NPBWR2,Not known,"Yes, NPBW2 receptor is a G protein-coupled receptor, a family of receptors that are commonly targeted in drug discovery due to their involvement in many physiological processes. However, the specific clinical potential of NPBW2 receptor would depend on the disease context and the specific role of this receptor in disease pathology.",Not known,"{""Indication1"": ""Not known""}","{""Indication1"": ""Not known""}"
Y1 receptor,NPY1R,Not known,"Yes, Y1 receptor is a potential target for the treatment of obesity, anxiety, and depression. This is because it is involved in the regulation of food intake, anxiety, and mood disorders.","Obesity, Anxiety, Depression","{""Obesity"": ""Yes, as Y1 receptor has been shown to regulate food intake, targeting it could potentially help in controlling obesity."", ""Anxiety"": ""Yes, Y1 receptor is involved in the regulation of anxiety and thus could be a potential target for the treatment of anxiety disorders."", ""Depression"": ""Yes, Y1 receptor is involved in mood regulation and could potentially be targeted for the treatment of depression.""}","{""Obesity"": ""Development of selective Y1 receptor antagonists or inverse agonists could potentially help in controlling obesity."", ""Anxiety"": ""Development of selective Y1 receptor antagonists could potentially help in the treatment of anxiety disorders."", ""Depression"": ""Development of selective Y1 receptor antagonists could potentially help in the treatment of depression.""}"
Y2 receptor,NPY2R,Not known,"Yes, Y2 receptor has been implicated in various physiological and pathological processes including food intake, anxiety, depression, and pain. Therefore, it could be a potential target for the treatment of obesity, anxiety disorders, depression, and pain management.","Obesity, Anxiety disorders, Depression, Pain management","{""Obesity"": ""Yes, as Y2 receptor is involved in the regulation of food intake, targeting this receptor could potentially help in managing obesity."", ""Anxiety disorders"": ""Yes, Y2 receptor has been implicated in anxiety and stress responses, therefore, it could be a potential target for the treatment of anxiety disorders."", ""Depression"": ""Yes, Y2 receptor has been implicated in depression, therefore, it could be a potential target for the treatment of depression."", ""Pain management"": ""Yes, Y2 receptor has been implicated in pain signaling, therefore, it could be a potential target for pain management.""}","{""Obesity"": ""Drug discovery program focusing on the development of Y2 receptor antagonists or inverse agonists."", ""Anxiety disorders"": ""Drug discovery program focusing on the development of Y2 receptor antagonists or inverse agonists."", ""Depression"": ""Drug discovery program focusing on the development of Y2 receptor antagonists or inverse agonists."", ""Pain management"": ""Drug discovery program focusing on the development of Y2 receptor antagonists or inverse agonists.""}"
Y4 receptor,NPY4R,Not known,"Yes, Y4 receptors are involved in several physiological processes including food intake, energy homeostasis, and cardiovascular regulation. Therefore, they could potentially be targeted for conditions related to these processes such as obesity, diabetes, and hypertension.","Obesity, Diabetes, Hypertension","{""Obesity"": ""Yes, obesity is a major health issue worldwide and there is a need for more effective and safer treatments. Y4 receptors are involved in the regulation of food intake and could potentially be targeted to reduce appetite and food intake."", ""Diabetes"": ""Yes, Y4 receptors are involved in the regulation of energy homeostasis and could potentially be targeted to improve glucose metabolism and insulin sensitivity."", ""Hypertension"": ""Yes, Y4 receptors are involved in cardiovascular regulation and could potentially be targeted to reduce blood pressure.""}","{""Obesity"": ""Drug discovery program focused on identifying and developing Y4 receptor agonists to reduce appetite and food intake."", ""Diabetes"": ""Drug discovery program focused on identifying and developing Y4 receptor agonists to improve glucose metabolism and insulin sensitivity."", ""Hypertension"": ""Drug discovery program focused on identifying and developing Y4 receptor agonists to reduce blood pressure.""}"
Y5 receptor,NPY5R,Not known,"Yes, Y5 receptor is involved in the regulation of food intake and energy homeostasis, making it a potential target for obesity and related metabolic disorders.","Obesity, Metabolic Disorders","{""Obesity"": ""Yes, as obesity is a growing global health issue and current treatments have limited efficacy and significant side effects."", ""Metabolic Disorders"": ""Yes, metabolic disorders such as diabetes and metabolic syndrome are prevalent and often related to obesity. Targeting Y5 receptor may provide a novel therapeutic approach.""}","{""Obesity"": ""Drug discovery program focusing on the development of selective Y5 receptor antagonists or inverse agonists."", ""Metabolic Disorders"": ""Research program investigating the role of Y5 receptor in metabolic regulation and the potential of Y5 receptor modulators for the treatment of metabolic disorders.""}"
y6 receptor,NPY6R,Not known,"No, as the y6 receptor is a pseudogene, it is not expressed as a functional protein, which limits its potential as a direct drug target.",Not applicable,"{""Not applicable"": ""Not applicable""}","{""Not applicable"": ""Not applicable""}"
NTS1 receptor,NTSR1,Not known,"Yes, NTS1 receptor is a potential target for various neurological disorders such as Parkinson's disease, schizophrenia, and addiction due to its role in modulating dopamine signaling in the brain.","Parkinson's disease, Schizophrenia, Addiction","{""Parkinson's disease"": ""Yes, there is a need for more effective and less side-effect inducing treatments for Parkinson's disease."", ""Schizophrenia"": ""Yes, current treatments for schizophrenia often have severe side effects and are not effective for all patients."", ""Addiction"": ""Yes, there is a need for more effective treatments for addiction, particularly those that can help reduce cravings and prevent relapse.""}","{""Parkinson's disease"": ""Drug discovery program focused on developing selective NTS1 receptor agonists or positive allosteric modulators."", ""Schizophrenia"": ""Drug discovery program focused on developing selective NTS1 receptor antagonists or negative allosteric modulators."", ""Addiction"": ""Drug discovery program focused on developing selective NTS1 receptor antagonists or negative allosteric modulators.""}"
NTS2 receptor,NTSR2,Not known,"Yes, NTS2 receptor is considered a potential target for the treatment of various disorders such as pain, schizophrenia, and Parkinson's disease. However, more research is needed to fully understand its therapeutic potential.","Pain, Schizophrenia, Parkinson's disease","{""Pain"": ""Yes, as NTS2 receptor is involved in pain modulation, targeting this receptor could potentially provide a new approach for pain management."", ""Schizophrenia"": ""Yes, some studies suggest that NTS2 receptor could be involved in schizophrenia, but more research is needed to confirm this."", ""Parkinson's disease"": ""Yes, NTS2 receptor is thought to play a role in dopamine regulation, which is disrupted in Parkinson's disease. Therefore, targeting this receptor could potentially help manage symptoms.""}","{""Pain"": ""Development of NTS2 receptor agonists or antagonists for pain management."", ""Schizophrenia"": ""Research into the role of NTS2 receptor in schizophrenia and development of targeted therapies."", ""Parkinson's disease"": ""Development of NTS2 receptor modulators to regulate dopamine levels.""}"
&delta; receptor,OPRD1,"Yes, biased agonists for the &delta; receptor have been identified. Biased agonists can selectively activate certain signaling pathways over others, which can lead to more targeted therapeutic effects and potentially fewer side effects.","Yes, the &delta; receptor is a promising target for the development of new analgesics. Drugs that target this receptor could potentially provide pain relief without the addictive properties associated with other opioid receptors.","Chronic pain, Neuropathic pain, Depression, Anxiety, Addiction","{""Chronic pain"": ""Yes, there is a need for new treatments for chronic pain that are effective and have fewer side effects than current options."", ""Neuropathic pain"": ""Yes, neuropathic pain is often resistant to treatment, indicating a need for new therapeutic options."", ""Depression"": ""Yes, there is a need for new treatments for depression, particularly for patients who do not respond to current therapies."", ""Anxiety"": ""Yes, while there are effective treatments for anxiety, there is a need for new options with fewer side effects."", ""Addiction"": ""Yes, there is a need for new treatments for addiction, particularly options that do not have addictive properties themselves.""}","{""Chronic pain"": ""Development of biased agonists that selectively activate analgesic signaling pathways."", ""Neuropathic pain"": ""Development of drugs that can modulate the &delta; receptor to provide pain relief."", ""Depression"": ""Exploration of the role of the &delta; receptor in mood regulation and development of drugs that can modulate this receptor to treat depression."", ""Anxiety"": ""Development of drugs that can modulate the &delta; receptor to reduce anxiety without causing sedation or addiction."", ""Addiction"": ""Development of drugs that can modulate the &delta; receptor to reduce cravings and withdrawal symptoms.""}"
&kappa; receptor,OPRK1,"Yes, biased agonists for the κ receptor have been identified. Biased agonists can selectively activate certain signaling pathways over others, which can potentially lead to fewer side effects and improved therapeutic profiles.","Yes, κ receptor has significant clinical potential. It is involved in pain perception, stress response, and mood regulation. Drugs targeting this receptor could potentially be used for pain management, treatment of mood disorders, and stress-related conditions.","Chronic pain, Depression, Anxiety, Post-traumatic stress disorder","{""Chronic pain"": ""Yes, there is a need for new treatments for chronic pain as current treatments can have significant side effects and potential for addiction."", ""Depression"": ""Yes, current treatments for depression can take weeks to work and do not work for all patients, indicating a need for new treatments."", ""Anxiety"": ""Yes, there is a need for new treatments for anxiety as current treatments can have significant side effects and potential for addiction."", ""Post-traumatic stress disorder"": ""Yes, there is a need for new treatments for PTSD as current treatments are not effective for all patients.""}","{""Chronic pain"": ""Development of biased agonists that selectively activate analgesic pathways."", ""Depression"": ""Development of \u03ba receptor antagonists, as activation of this receptor has been associated with depressive symptoms."", ""Anxiety"": ""Development of \u03ba receptor antagonists, as activation of this receptor has been associated with anxiety symptoms."", ""Post-traumatic stress disorder"": ""Development of \u03ba receptor antagonists, as activation of this receptor has been associated with symptoms of PTSD.""}"
&mu; receptor,OPRM1,"Yes, biased agonists for the &mu; receptor have been identified. Biased agonists can selectively activate particular signaling pathways over others, which can potentially lead to improved therapeutic outcomes and reduced side effects.","Yes, the &mu; receptor is a well-established target for pain management. Drugs that target this receptor are used in the treatment of severe pain. However, these drugs can also cause addiction and tolerance, indicating a need for safer alternatives.","Pain management, Opioid addiction, Opioid overdose","{""Pain management"": ""Yes, there is a need for safer and more effective pain management strategies. Current &mu; receptor agonists can cause serious side effects, including addiction and tolerance."", ""Opioid addiction"": ""Yes, there is a need for more effective treatments for opioid addiction. Current treatments can have limited efficacy and can be associated with unpleasant side effects."", ""Opioid overdose"": ""Yes, there is a need for more effective treatments for opioid overdose. Current treatments can be life-saving, but they do not address the underlying addiction.""}","{""Pain management"": ""Development of biased agonists or allosteric modulators that can selectively activate analgesic pathways while minimizing addictive and other side effects."", ""Opioid addiction"": ""Development of partial agonists or antagonists that can help manage withdrawal symptoms and reduce cravings, without producing the euphoria associated with opioid use."", ""Opioid overdose"": ""Development of potent and fast-acting antagonists that can rapidly reverse the effects of opioid overdose.""}"
NOP receptor,OPRL1,"Yes, biased agonists for the NOP receptor have been identified. Biased agonists are capable of selectively activating certain signaling pathways over others, which can lead to more specific therapeutic effects and fewer side effects.","Yes, the NOP receptor has clinical potential as it is involved in a variety of physiological processes including pain, stress, anxiety, and addiction. Drugs targeting the NOP receptor could potentially be used to treat these conditions.","Pain, Stress, Anxiety, Addiction","{""Pain"": ""Yes, there is a need for new treatments for pain, particularly non-opioid treatments, due to the opioid crisis."", ""Stress"": ""Yes, stress is a common condition that can lead to a variety of health problems, and there is a need for more effective treatments."", ""Anxiety"": ""Yes, anxiety disorders are common and can be disabling, and there is a need for more effective treatments."", ""Addiction"": ""Yes, addiction is a major public health problem, and there is a need for more effective treatments.""}","{""Pain"": ""Drug discovery program focused on developing NOP receptor agonists or antagonists for pain treatment."", ""Stress"": ""Drug discovery program focused on developing NOP receptor agonists for stress management."", ""Anxiety"": ""Drug discovery program focused on developing NOP receptor antagonists for anxiety treatment."", ""Addiction"": ""Drug discovery program focused on developing NOP receptor antagonists for addiction treatment.""}"
OX1 receptor,HCRTR1,Not known,"Yes, OX1 receptor has been implicated in several physiological processes including sleep regulation, energy homeostasis, and reward systems. Therefore, it could be a potential target for conditions such as narcolepsy, obesity, and addiction.","Narcolepsy, Obesity, Addiction","{""Narcolepsy"": ""Yes, there is a need for more effective and safer treatments for narcolepsy, a chronic neurological disorder characterized by excessive daytime sleepiness and sudden attacks of sleep."", ""Obesity"": ""Yes, obesity is a global health problem and there is a need for more effective and safer treatments."", ""Addiction"": ""Yes, addiction is a chronic, relapsing disorder characterized by compulsive drug seeking and use despite adverse consequences. There is a need for more effective treatments.""}","{""Narcolepsy"": ""Drug discovery program focused on developing selective OX1 receptor antagonists or modulators could be beneficial."", ""Obesity"": ""Drug discovery program focused on developing selective OX1 receptor antagonists or modulators could be beneficial."", ""Addiction"": ""Drug discovery program focused on developing selective OX1 receptor antagonists or modulators could be beneficial.""}"
OX2 receptor,HCRTR2,Not known,"Yes, OX2 receptor is a potential target for the treatment of sleep disorders such as narcolepsy and insomnia. It can also be targeted for the treatment of obesity and addiction due to its role in regulating appetite and reward systems.","Narcolepsy, Insomnia, Obesity, Addiction","{""Narcolepsy"": ""Yes, there is a need for more effective and safer treatments for narcolepsy. Current treatments often have side effects and may not be effective for all patients."", ""Insomnia"": ""Yes, there is a need for more effective and non-addictive treatments for insomnia. Current treatments can lead to dependence and have other side effects."", ""Obesity"": ""Yes, there is a need for more effective and safer treatments for obesity. Current treatments often have side effects and may not be effective for all patients."", ""Addiction"": ""Yes, there is a need for more effective treatments for addiction. Current treatments often have side effects and may not be effective for all patients.""}","{""Narcolepsy"": ""Drug discovery program focused on developing selective OX2 receptor agonists or positive allosteric modulators."", ""Insomnia"": ""Drug discovery program focused on developing selective OX2 receptor antagonists or negative allosteric modulators."", ""Obesity"": ""Drug discovery program focused on developing selective OX2 receptor agonists or positive allosteric modulators."", ""Addiction"": ""Drug discovery program focused on developing selective OX2 receptor antagonists or negative allosteric modulators.""}"
oxoglutarate receptor,OXGR1,Not known,Not known,,{},{}
P2Y1 receptor,P2RY1,Not known,"Yes, P2Y1 receptor has been implicated in a variety of physiological and pathological processes, including platelet aggregation, vasodilation, and neuroprotection. Therefore, it could be a potential target for the treatment of thrombosis, hypertension, and neurodegenerative diseases.","Thrombosis, Hypertension, Neurodegenerative diseases","{""Thrombosis"": ""Yes, as P2Y1 receptor plays a crucial role in platelet aggregation, targeting this receptor could potentially inhibit the formation of blood clots."", ""Hypertension"": ""Yes, P2Y1 receptor is involved in the regulation of blood vessel diameter. Therefore, drugs targeting this receptor could potentially help in the management of hypertension."", ""Neurodegenerative diseases"": ""Yes, P2Y1 receptor has been shown to have neuroprotective effects. Therefore, it could be a potential target for the treatment of neurodegenerative diseases.""}","{""Thrombosis"": ""Drug discovery program focusing on the development of P2Y1 receptor antagonists to inhibit platelet aggregation."", ""Hypertension"": ""Drug discovery program focusing on the development of P2Y1 receptor agonists to induce vasodilation."", ""Neurodegenerative diseases"": ""Drug discovery program focusing on the development of P2Y1 receptor agonists to promote neuroprotection.""}"
P2Y2 receptor,P2RY2,Not known,"Yes, P2Y2 receptor has been implicated in a variety of physiological and pathological processes including inflammation, pain, and neurodegeneration. Therefore, it could be a potential target for the treatment of these conditions.","Inflammation, Pain, Neurodegeneration","{""Inflammation"": ""Yes, as P2Y2 receptor is involved in the process of inflammation, targeting this receptor could potentially reduce inflammation."", ""Pain"": ""Yes, P2Y2 receptor has been associated with pain signaling, therefore, it could be a potential target for pain management."", ""Neurodegeneration"": ""Yes, P2Y2 receptor has been implicated in neurodegenerative diseases, thus, targeting this receptor could potentially slow down the progression of these diseases.""}","{""Inflammation"": ""Drug discovery program to identify and develop selective P2Y2 receptor antagonists for the treatment of inflammation."", ""Pain"": ""Drug discovery program to identify and develop selective P2Y2 receptor antagonists for the management of pain."", ""Neurodegeneration"": ""Drug discovery program to identify and develop selective P2Y2 receptor antagonists for the treatment of neurodegenerative diseases.""}"
P2Y4 receptor,P2RY4,Not known,"Yes, P2Y4 receptor is a potential therapeutic target due to its involvement in various physiological and pathological processes. However, more research is needed to fully understand its role and potential for clinical application.",Not known,"{""Indication1"": ""Not known""}","{""Indication1"": ""Not known""}"
P2Y6 receptor,P2RY6,Not known,"Yes, the P2Y6 receptor is involved in various physiological processes including inflammation, immune response, and platelet aggregation. Therefore, it could be a potential target for the treatment of inflammatory diseases, immune disorders, and thrombotic conditions.","Inflammatory diseases, Immune disorders, Thrombotic conditions","{""Inflammatory diseases"": ""Yes, as P2Y6 receptor is involved in the inflammatory response, targeting this receptor could potentially modulate the inflammation process and provide therapeutic benefits."", ""Immune disorders"": ""Yes, P2Y6 receptor plays a role in immune response, thus, it could be a potential target for modulating immune function in immune disorders."", ""Thrombotic conditions"": ""Yes, P2Y6 receptor is involved in platelet aggregation, a key process in thrombosis. Therefore, targeting this receptor could potentially prevent thrombotic conditions.""}","{""Inflammatory diseases"": ""Drug discovery program focusing on the development of P2Y6 receptor antagonists to modulate the inflammatory response."", ""Immune disorders"": ""Drug discovery program focusing on the development of P2Y6 receptor modulators to regulate immune function."", ""Thrombotic conditions"": ""Drug discovery program focusing on the development of P2Y6 receptor antagonists to inhibit platelet aggregation and prevent thrombosis.""}"
P2Y11 receptor,P2RY11,Not known,"Yes, P2Y11 receptor is a potential drug target due to its involvement in various physiological processes such as immune response, platelet aggregation, and inflammation. However, more research is needed to fully understand its therapeutic potential.","Immune disorders, Inflammatory diseases, Cardiovascular diseases","{""Immune disorders"": ""Yes, P2Y11 receptor plays a role in the regulation of immune response, therefore, targeting this receptor could potentially modulate immune response in immune disorders."", ""Inflammatory diseases"": ""Yes, P2Y11 receptor is involved in the regulation of inflammation, thus, drugs targeting this receptor could potentially treat inflammatory diseases."", ""Cardiovascular diseases"": ""Not known, more research is needed to understand the role of P2Y11 receptor in cardiovascular diseases.""}","{""Immune disorders"": ""Drug discovery program focusing on the development of P2Y11 receptor agonists or antagonists to modulate immune response."", ""Inflammatory diseases"": ""Drug discovery program focusing on the development of P2Y11 receptor agonists or antagonists to regulate inflammation."", ""Cardiovascular diseases"": ""Further research to understand the role of P2Y11 receptor in cardiovascular diseases.""}"
P2Y12 receptor,P2RY12,"Yes, the P2Y12 receptor has biased agonists. Biased agonists are drugs that can activate the receptor in a way that preferentially stimulates certain signaling pathways over others. This can lead to more specific therapeutic effects and fewer side effects. Examples of biased agonists for P2Y12 receptor include clopidogrel and ticagrelor, which are used as antiplatelet drugs.","Yes, the P2Y12 receptor has clinical potential. It is a proven drug target for antiplatelet therapy, which is used to prevent blood clots in diseases such as coronary artery disease, peripheral vascular disease, and cerebrovascular disease. Inhibitors of the P2Y12 receptor are also being investigated for their potential to treat other conditions, such as inflammation and cancer.","Coronary artery disease, Peripheral vascular disease, Cerebrovascular disease, Inflammation, Cancer","{""Coronary artery disease"": ""Yes, there is a need for more effective and safer antiplatelet drugs for the treatment of coronary artery disease. Current drugs can cause side effects such as bleeding, and some patients do not respond well to them."", ""Peripheral vascular disease"": ""Yes, there is a need for more effective treatments for peripheral vascular disease. Current treatments are often not sufficient to prevent disease progression and complications."", ""Cerebrovascular disease"": ""Yes, there is a need for more effective treatments for cerebrovascular disease. Current treatments often have side effects and are not always effective in preventing stroke."", ""Inflammation"": ""Not known, further research is needed to determine the potential of P2Y12 receptor inhibitors for the treatment of inflammation."", ""Cancer"": ""Not known, further research is needed to determine the potential of P2Y12 receptor inhibitors for the treatment of cancer.""}","{""Coronary artery disease"": ""Drug discovery program focused on developing more effective and safer P2Y12 receptor inhibitors."", ""Peripheral vascular disease"": ""Drug discovery program focused on developing P2Y12 receptor inhibitors that can prevent disease progression and complications."", ""Cerebrovascular disease"": ""Drug discovery program focused on developing P2Y12 receptor inhibitors that can effectively prevent stroke with fewer side effects."", ""Inflammation"": ""Research program to investigate the potential of P2Y12 receptor inhibitors for the treatment of inflammation."", ""Cancer"": ""Research program to investigate the potential of P2Y12 receptor inhibitors for the treatment of cancer.""}"
P2Y13 receptor,P2RY13,Not known,"Yes, P2Y13 receptor is implicated in various physiological and pathological processes such as platelet aggregation, immune response, and inflammation. Therefore, it could be a potential therapeutic target for diseases related to these processes.","Platelet aggregation disorders, Immune disorders, Inflammatory diseases","{""Platelet aggregation disorders"": ""Yes, as P2Y13 receptor is involved in platelet aggregation, targeting this receptor could potentially help in managing disorders related to platelet aggregation."", ""Immune disorders"": ""Yes, P2Y13 receptor plays a role in immune response, hence could be a potential target for immune disorders."", ""Inflammatory diseases"": ""Yes, due to the involvement of P2Y13 receptor in inflammation, it could be a potential target for inflammatory diseases.""}","{""Platelet aggregation disorders"": ""Development of selective P2Y13 receptor antagonists"", ""Immune disorders"": ""Investigation of P2Y13 receptor modulators"", ""Inflammatory diseases"": ""Drug discovery program focusing on P2Y13 receptor inhibitors""}"
P2Y14 receptor,P2RY14,Not known,"Yes, P2Y14 receptor is involved in immune responses and inflammation, suggesting potential for therapeutic targeting in related diseases. However, further research is needed to validate this potential.","Inflammatory diseases, Immune disorders","{""Inflammatory diseases"": ""Yes, targeting P2Y14 receptor could potentially modulate inflammatory responses and provide therapeutic benefits."", ""Immune disorders"": ""Yes, P2Y14 receptor is involved in immune cell function and could be a potential target for immune disorders.""}","{""Inflammatory diseases"": ""Further research to understand the role of P2Y14 receptor in inflammation and develop targeted therapies."", ""Immune disorders"": ""Drug discovery program focused on identifying and developing P2Y14 receptor antagonists or agonists.""}"
PTH1 receptor,PTH1R,"Yes, there are biased agonists for PTH1 receptor. Biased agonists are molecules that activate the receptor in a way that preferentially stimulates certain downstream signaling pathways over others. For example, PTH(1-34), a fragment of parathyroid hormone, is a biased agonist of the PTH1 receptor that preferentially stimulates Gs over Gq signaling.","Yes, PTH1 receptor has clinical potential. It is a key regulator of calcium homeostasis and bone metabolism. Drugs targeting this receptor could potentially be used to treat conditions such as osteoporosis, hypoparathyroidism, and other disorders of bone and mineral metabolism.","Osteoporosis, Hypoparathyroidism, Hypercalcemia, Bone and mineral metabolism disorders","{""Osteoporosis"": ""Yes, there is a need for new treatments for osteoporosis. Current treatments can have side effects and are not always effective in preventing fractures."", ""Hypoparathyroidism"": ""Yes, there is a need for new treatments for hypoparathyroidism. Current treatments can have side effects and do not always effectively manage the condition."", ""Hypercalcemia"": ""Yes, there is a need for new treatments for hypercalcemia. Current treatments can have side effects and do not always effectively manage the condition."", ""Bone and mineral metabolism disorders"": ""Yes, there is a need for new treatments for bone and mineral metabolism disorders. Current treatments can have side effects and do not always effectively manage the condition.""}","{""Osteoporosis"": ""Drug discovery approach could involve developing biased agonists that preferentially stimulate the bone-building effects of the PTH1 receptor."", ""Hypoparathyroidism"": ""Drug discovery approach could involve developing full agonists that can fully activate the PTH1 receptor to compensate for the lack of parathyroid hormone."", ""Hypercalcemia"": ""Drug discovery approach could involve developing antagonists that can block the activity of the PTH1 receptor to reduce calcium levels in the blood."", ""Bone and mineral metabolism disorders"": ""Drug discovery approach could involve developing modulators that can finely tune the activity of the PTH1 receptor to correct imbalances in bone and mineral metabolism.""}"
PTH2 receptor,PTH2R,Not known,"Yes, PTH2 receptor is a potential target for diseases related to bone metabolism and calcium homeostasis such as osteoporosis and hyperparathyroidism. However, more research is needed to fully understand its role and potential as a drug target.","Osteoporosis, Hyperparathyroidism","{""Osteoporosis"": ""Yes, current treatments for osteoporosis have limitations and side effects. Targeting PTH2 receptor could provide a new therapeutic approach."", ""Hyperparathyroidism"": ""Yes, hyperparathyroidism is a condition that is often difficult to manage. New treatments targeting the PTH2 receptor could potentially offer better management options.""}","{""Osteoporosis"": ""Drug discovery program focusing on the development of selective PTH2 receptor agonists or antagonists."", ""Hyperparathyroidism"": ""Drug discovery program focusing on the development of selective PTH2 receptor antagonists.""}"
PAF receptor,PTAFR,Not known,"Yes, PAF receptor has been implicated in various diseases including asthma, sepsis, and inflammatory diseases. Therefore, drugs targeting the PAF receptor could potentially be beneficial in treating these diseases.","Asthma, Sepsis, Inflammatory diseases","{""Asthma"": ""Yes, as PAF receptor plays a role in the pathogenesis of asthma, drugs targeting this receptor could potentially help in the treatment of this disease."", ""Sepsis"": ""Yes, PAF receptor is involved in the inflammatory response in sepsis, so targeting this receptor could potentially help in the management of sepsis."", ""Inflammatory diseases"": ""Yes, PAF receptor is involved in the inflammatory response, so drugs targeting this receptor could potentially help in the treatment of various inflammatory diseases.""}","{""Asthma"": ""Drug discovery program focusing on the development of PAF receptor antagonists."", ""Sepsis"": ""Drug discovery program focusing on the development of PAF receptor antagonists."", ""Inflammatory diseases"": ""Drug discovery program focusing on the development of PAF receptor antagonists.""}"
PKR1,PROKR1,Not known,"Yes, PKR1 has been implicated in various physiological and pathological processes including angiogenesis, inflammation, and pain perception. However, further research is needed to fully understand its potential as a therapeutic target.","Inflammatory diseases, Pain, Cancer","{""Inflammatory diseases"": ""Yes, PKR1 is involved in the regulation of inflammation, suggesting it could be a potential target for the treatment of inflammatory diseases."", ""Pain"": ""Yes, PKR1 is involved in pain perception, suggesting it could be a potential target for the treatment of pain."", ""Cancer"": ""Yes, PKR1 is involved in angiogenesis, a process that is often upregulated in cancer. Therefore, it could be a potential target for the treatment of cancer.""}","{""Inflammatory diseases"": ""Development of selective PKR1 antagonists or inhibitors could be a potential approach for the treatment of inflammatory diseases."", ""Pain"": ""Development of selective PKR1 antagonists or inhibitors could be a potential approach for the treatment of pain."", ""Cancer"": ""Development of selective PKR1 antagonists or inhibitors could be a potential approach for the treatment of cancer.""}"
PKR2,PROKR2,Not known,"Yes, mutations in the PROKR2 gene have been associated with hypogonadotropic hypogonadism and Kallmann syndrome, suggesting that drugs targeting this receptor could potentially be used to treat these conditions.","Hypogonadotropic hypogonadism, Kallmann syndrome","{""Hypogonadotropic hypogonadism"": ""Yes, there is a need for more effective treatments for this condition, which is characterized by delayed or absent puberty and infertility."", ""Kallmann syndrome"": ""Yes, there is a need for more effective treatments for this condition, which is characterized by delayed or absent puberty and an impaired sense of smell.""}","{""Hypogonadotropic hypogonadism"": ""Drug discovery approach focusing on developing agonists or positive allosteric modulators of the PKR2 receptor."", ""Kallmann syndrome"": ""Drug discovery approach focusing on developing agonists or positive allosteric modulators of the PKR2 receptor.""}"
PrRP receptor,PRLHR,Not known,"Yes, PrRP receptor has been implicated in various physiological processes including food intake, stress, and pain modulation. Therefore, it could potentially be targeted for conditions related to these processes. However, more research is needed to fully understand its role and potential as a drug target.","Obesity, Chronic pain, Stress-related disorders","{""Obesity"": ""Yes, obesity is a major global health issue and there is a need for more effective treatments. PrRP receptor has been shown to be involved in the regulation of food intake, suggesting it could be a potential target for obesity treatment."", ""Chronic pain"": ""Yes, chronic pain is a common and debilitating condition. PrRP receptor has been implicated in pain modulation, suggesting it could be a potential target for pain management."", ""Stress-related disorders"": ""Yes, stress-related disorders such as anxiety and depression are prevalent and often difficult to treat effectively. PrRP receptor has been implicated in stress response, suggesting it could be a potential target for these disorders.""}","{""Obesity"": ""Drug discovery program focused on identifying and developing biased agonists or antagonists for the PrRP receptor that can modulate food intake."", ""Chronic pain"": ""Drug discovery program focused on identifying and developing compounds that can modulate the PrRP receptor's role in pain signaling."", ""Stress-related disorders"": ""Drug discovery program focused on identifying and developing compounds that can modulate the PrRP receptor's role in stress response.""}"
